TRAIN_NAME,TRAIN,ORIGIN,SERVICE,WAGON_CLASS,NUM_WAGONS,LEG_NUM
2MP5,2MP5TLB,TLB,2MP5,RQJW,1,2
2MP5,2MP5TLB,TLB,2MP5,RRAY,4,2
2MP5,2MP5TLB,TLB,2MP5FUEL,RQSY,1,2
2MP5,2MP5TLB,TLB,2MPB,RRQY,1,2
2MP5,2MP5TLB,TLB,2MPB,CQWY,6,2
2MP5,2MP5TLB,TLB,2MPB,RQZY,4,2
2MP5,2MP5TLB,TLB,NR2,NR,2,2
2MP5,2MP5AFT,AFT,2MP5,RRAY,4,3
2MP5,2MP5AFT,AFT,2MP5,RQJW,1,3
2MP5,2MP5AFT,AFT,2MP5FUEL,RQSY,1,3
2MP5,2MP5AFT,AFT,2MPB,RQZY,4,3
2MP5,2MP5AFT,AFT,2MPB,RRQY,1,3
2MP5,2MP5AFT,AFT,2MPB,CQWY,6,3
2MP5,2MP5AFT,AFT,2MPTA,RRXYT,1,3
2MP5,2MP5AFT,AFT,2MPTA,RQZYT,6,3
2MP5,2MP5AFT,AFT,3AP5,RQSY,4,3
2MP5,2MP5AFT,AFT,3AP5,RRAY,1,3
2MP5,2MP5AFT,AFT,3AP8,RMEY,1,3
2MP5,2MP5AFT,AFT,3AP8,RMOY,2,3
2MP5,2MP5AFT,AFT,3APB,RQZY,2,3
2MP5,2MP5AFT,AFT,3APT,RQZYT,2,3
2MP5,2MP5AFT,AFT,CREW VAN,RZAY,1,3
2MP5,2MP5AFT,AFT,NR2,NR,2,3
2MP5,2MP5SCJ,SCJ,2MP5,RQJW,1,4
2MP5,2MP5SCJ,SCJ,2MP5,RRAY,4,4
2MP5,2MP5SCJ,SCJ,2MP5FUEL,RQSY,1,4
2MP5,2MP5SCJ,SCJ,2MPB,CQWY,6,4
2MP5,2MP5SCJ,SCJ,2MPB,RQZY,4,4
2MP5,2MP5SCJ,SCJ,2MPB,RRQY,1,4
2MP5,2MP5SCJ,SCJ,2MPTA,RQZYT,6,4
2MP5,2MP5SCJ,SCJ,2MPTA,RRXYT,1,4
2MP5,2MP5SCJ,SCJ,3AP5,RQSY,4,4
2MP5,2MP5SCJ,SCJ,3AP5,RRAY,1,4
2MP5,2MP5SCJ,SCJ,3AP8,RMOY,2,4
2MP5,2MP5SCJ,SCJ,3AP8,RMEY,1,4
2MP5,2MP5SCJ,SCJ,3APB,RQZY,2,4
2MP5,2MP5SCJ,SCJ,3APT,RQZYT,2,4
2MP5,2MP5SCJ,SCJ,CREW VAN,RZAY,1,4
2MP5,2MP5SCJ,SCJ,NR2,NR,2,4
2MP5,2MP5MFT,MFT,2MP5,RQJW,1,1
2MP5,2MP5MFT,MFT,2MP5,RRAY,4,1
2MP5,2MP5MFT,MFT,2MP5FUEL,RQSY,1,1
2MP5,2MP5MFT,MFT,2MPB,RQZY,4,1
2MP5,2MP5MFT,MFT,2MPB,RRQY,1,1
2MP5,2MP5MFT,MFT,2MPB,CQWY,6,1
2MP5,2MP5MFT,MFT,NR2,NR,2,1
2NY3,2NY3SCJ,SCJ,2MYLIB,2MYLIB,1,5
2NY3,2NY3SCJ,SCJ,2NYLIB,2NYLIB,1,5
2NY3,2NY3SCJ,SCJ,3ANATM,3ANATM,1,5
2NY3,2NY3SCJ,SCJ,3ANINF,3ANINF,1,5
2NY3,2NY3SCJ,SCJ,3AYLIB,3AYLIB,1,5
2NY3,2NY3SCJ,SCJ,7BYLIB,7BYLIB,1,5
2NY3,2NY3SCJ,SCJ,NR1,NR,1,5
2NY3,2NY3MOR,MOR,2NYLIB,2NYLIB,1,1
2NY3,2NY3MOR,MOR,7BYLIB,7BYLIB,1,1
2NY3,2NY3MOR,MOR,NR2,NR,2,1
2NY3,2NY3BHQ,BHQ,2GA6,RQSY,5,4
2NY3,2NY3BHQ,BHQ,2NYLIB,2NYLIB,1,4
2NY3,2NY3BHQ,BHQ,7BYLIB,7BYLIB,1,4
2NY3,2NY3BHQ,BHQ,NR1,NR,1,4
2NY3,2NY3SFT,SFT,2NYLIB,2NYLIB,1,2
2NY3,2NY3SFT,SFT,7BYLIB,7BYLIB,1,2
2NY3,2NY3SFT,SFT,7PBATM,7PBATM,1,2
2NY3,2NY3SFT,SFT,NR2,NR,2,2
2NY3,2NY3GBJ,GBJ,2GA6,RQSY,5,3
2NY3,2NY3GBJ,GBJ,2NYLIB,2NYLIB,1,3
2NY3,2NY3GBJ,GBJ,7BYLIB,7BYLIB,1,3
2NY3,2NY3GBJ,GBJ,NR1,NR,1,3
2PM5,2PM5AFT,AFT,2PM5,RQSY,8,3
2PM5,2PM5AFT,AFT,2PM5,RQZY,2,3
2PM5,2PM5AFT,AFT,2PM5,RQLY,2,3
2PM5,2PM5AFT,AFT,2PM5,RQJY,3,3
2PM5,2PM5AFT,AFT,2PM5,RQJW,3,3
2PM5,2PM5AFT,AFT,2PM5,CQWY,6,3
2PM5,2PM5AFT,AFT,2PM5,RRQY,1,3
2PM5,2PM5AFT,AFT,2PM5FUEL,RQSY,1,3
2PM5,2PM5AFT,AFT,NR2,NR,2,3
2PM5,2PM5TLB,TLB,2PM5,CQWY,6,4
2PM5,2PM5TLB,TLB,2PM5,RRQY,1,4
2PM5,2PM5TLB,TLB,2PM5,RQZY,2,4
2PM5,2PM5TLB,TLB,2PM5,RQSY,8,4
2PM5,2PM5TLB,TLB,2PM5,RQLY,2,4
2PM5,2PM5TLB,TLB,2PM5,RQJY,3,4
2PM5,2PM5TLB,TLB,2PM5,RQJW,3,4
2PM5,2PM5TLB,TLB,2PM5FUEL,RQSY,1,4
2PM5,2PM5TLB,TLB,NR2,NR,2,4
2PM5,2PM5SCJ,SCJ,2PA5,RQSY,2,2
2PM5,2PM5SCJ,SCJ,2PA5,RRXY,1,2
2PM5,2PM5SCJ,SCJ,2PA5,RQZY,2,2
2PM5,2PM5SCJ,SCJ,2PA8,RMEY,1,2
2PM5,2PM5SCJ,SCJ,2PA8,RMOY,2,2
2PM5,2PM5SCJ,SCJ,2PAH,RQZYT,5,2
2PM5,2PM5SCJ,SCJ,2PM5,RQZY,2,2
2PM5,2PM5SCJ,SCJ,2PM5,RQSY,8,2
2PM5,2PM5SCJ,SCJ,2PM5,RQLY,2,2
2PM5,2PM5SCJ,SCJ,2PM5,RRQY,1,2
2PM5,2PM5SCJ,SCJ,2PM5,RQJW,3,2
2PM5,2PM5SCJ,SCJ,2PM5,CQWY,6,2
2PM5,2PM5SCJ,SCJ,2PM5,RQJY,3,2
2PM5,2PM5SCJ,SCJ,2PM5FUEL,RQSY,1,2
2PM5,2PM5SCJ,SCJ,CREW VAN,RZAY,1,2
2PM5,2PM5SCJ,SCJ,NR2,NR,2,2
2PM5,2PM5PFT,PFT,2PA5,RRXY,1,1
2PM5,2PM5PFT,PFT,2PA5,RQSY,2,1
2PM5,2PM5PFT,PFT,2PA5,RQZY,2,1
2PM5,2PM5PFT,PFT,2PA8,RMOY,2,1
2PM5,2PM5PFT,PFT,2PA8,RMEY,1,1
2PM5,2PM5PFT,PFT,2PAH,RQZYT,5,1
2PM5,2PM5PFT,PFT,2PM5,RQLY,2,1
2PM5,2PM5PFT,PFT,2PM5,RQZY,2,1
2PM5,2PM5PFT,PFT,2PM5,RQJY,3,1
