Train_Number,Leg_OD,Leg_ID,Date,Total_Capacity,Total_Utilised,Occupancy,Total_Packs,Packs_Used,Unassigned_Containers,Unassigned_Length
2BM4,BFT-SFT,1,2025-05-12,1102.1568000000002,1098.4992000000002,0.9966814159292036,18,18,456,6521.500800000001
2BM4,BFT-SFT,1,2025-05-19,1102.1568000000002,1068.0192000000002,0.9690265486725663,18,18,21,128.01600000000002
2BM4,BFT-SFT,1,2025-05-26,1102.1568000000002,1074.7248000000002,0.9751106194690266,18,18,17,109.72800000000001
2BM4,BFT-SFT,1,2025-06-02,1102.1568000000002,516.0263999999999,0.468196902654867,18,9,0,0.0
2BM4,BFT-SFT,1,2025-06-09,1102.1568000000002,1039.9776000000002,0.9435840707964601,18,18,3,18.288
2BM4,BFT-SFT,1,2025-06-16,1102.1568000000002,1046.3784000000003,0.949391592920354,18,18,1,6.096
2BM4,BFT-SFT,1,2025-06-23,1102.1568000000002,1033.8816000000002,0.9380530973451328,18,18,19,115.82400000000001
2BM4,BFT-SFT,1,2025-06-30,1102.1568000000002,476.09759999999994,0.4319690265486724,18,8,0,0.0
2BM4,BFT-SFT,1,2025-07-07,1102.1568000000002,1045.1592000000003,0.9482853982300886,18,18,5,54.864000000000004
2BM4,BFT-SFT,1,2025-07-14,1102.1568000000002,1054.6080000000002,0.956858407079646,18,18,3,18.288
2BM4,BFT-SFT,1,2025-07-21,1102.1568000000002,961.3392000000002,0.8722345132743363,18,17,1,18.288
2BM4,BFT-SFT,1,2025-07-28,1102.1568000000002,1049.7312000000002,0.952433628318584,18,18,3,18.288
2BM4,BFT-SFT,1,2025-08-04,1102.1568000000002,1050.3408000000002,0.9529867256637168,18,18,18,121.92
2BM4,BFT-SFT,1,2025-08-11,1102.1568000000002,1059.7896000000003,0.9615597345132745,18,18,19,128.01600000000002
2BM4,BFT-SFT,1,2025-08-18,1102.1568000000002,1063.1424000000002,0.9646017699115044,18,18,380,2346.96
