Train,Train_leg,Wagon_type,Date,Container,Pack,idx
2BM4,BFT-SFT,RQJW,1/09/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,1/09/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,10/02/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,10/02/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,10/02/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,10/02/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,10/02/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,10/02/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,10/02/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,10/02/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,10/02/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,10/03/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,10/03/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,10/11/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,10/11/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,10/11/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,10/11/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,10/11/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,10/11/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,10/11/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,10/11/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,11/08/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,11/08/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,11/08/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,11/08/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,11/08/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,11/08/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,11/08/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,11/08/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,12/05/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,12/05/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,12/05/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,12/05/2025,48,Pack_4,0
2BM4,BFT-SFT,RQJW,12/05/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,12/05/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,12/05/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,12/05/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,13/01/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,13/01/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,13/01/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,13/01/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,13/01/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,13/01/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,13/01/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,13/01/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,13/10/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,13/10/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,13/10/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,13/10/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,14/04/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,14/04/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,14/04/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,14/04/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,14/07/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,14/07/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,14/07/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,15/09/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,15/09/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,15/09/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,15/09/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,15/09/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,15/09/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,15/09/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,15/09/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,15/12/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,15/12/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,15/12/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,15/12/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,15/12/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,15/12/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,15/12/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,15/12/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,16/06/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,16/06/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,16/06/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,16/06/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,16/06/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,16/06/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,16/06/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,16/06/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,17/02/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,17/02/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,17/02/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,17/02/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,17/02/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,17/02/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,17/02/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,17/02/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,17/11/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,17/11/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,17/11/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,17/11/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,17/11/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,17/11/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,17/11/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,17/11/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,18/08/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,18/08/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,18/08/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,18/08/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,18/08/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,18/08/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,18/08/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,18/08/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,19/05/2025,40,Pack_1,0
2BM4,BFT-SFT,RQJW,19/05/2025,40,Pack_1,0
2BM4,BFT-SFT,RQJW,19/05/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,19/05/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,19/05/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,19/05/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,19/05/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,19/05/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,2/06/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,2/06/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,20/01/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,20/01/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,20/01/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,20/01/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,20/01/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,20/01/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,20/01/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,20/01/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,20/10/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,20/10/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,20/10/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,20/10/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,21/04/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,21/04/2025,48,Pack_2,0
2BM4,BFT-SFT,RQJW,21/04/2025,48,Pack_3,0
2BM4,BFT-SFT,RQJW,21/04/2025,48,Pack_4,0
2BM4,BFT-SFT,RQJW,21/04/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,21/04/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,21/04/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,21/04/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,21/07/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,21/07/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,21/07/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,21/07/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,21/07/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,21/07/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,21/07/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,21/07/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,22/09/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,22/09/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,22/09/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,22/09/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,22/09/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,22/09/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,22/09/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,22/09/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,22/12/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,22/12/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,22/12/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,22/12/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,22/12/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,22/12/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,22/12/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,22/12/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,23/06/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,23/06/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,23/06/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,23/06/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,23/06/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,23/06/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,23/06/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,23/06/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,23/06/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,24/02/2025,40,Pack_1,0
2BM4,BFT-SFT,RQJW,24/02/2025,40,Pack_1,0
2BM4,BFT-SFT,RQJW,24/02/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,24/02/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,24/02/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,24/02/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,24/02/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,24/02/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,24/02/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,24/02/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,24/02/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,24/03/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,24/03/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,24/03/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,24/03/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,24/11/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,24/11/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,24/11/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,24/11/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,24/11/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,24/11/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,24/11/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,24/11/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,25/08/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,25/08/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,25/08/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,25/08/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,25/08/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,25/08/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,25/08/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,25/08/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,26/05/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,26/05/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,26/05/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,26/05/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,26/05/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,26/05/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,26/05/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,26/05/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,27/01/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,27/01/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,27/01/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,27/01/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,27/01/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,27/01/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,27/01/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,27/01/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,27/10/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,27/10/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,27/10/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,27/10/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,27/10/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,27/10/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,27/10/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,27/10/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,27/10/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,27/10/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,28/04/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,28/04/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,28/07/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,28/07/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,28/07/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,28/07/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,28/07/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,28/07/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,28/07/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,28/07/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,29/09/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,29/09/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,29/09/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,29/09/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,29/09/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,29/09/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,3/02/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,3/02/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,3/02/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,3/02/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,3/02/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,3/02/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,3/02/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,3/02/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,3/03/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,3/03/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,3/11/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,3/11/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,3/11/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,3/11/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,3/11/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,3/11/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,3/11/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,3/11/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,30/06/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,30/06/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,4/08/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,4/08/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,4/08/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,4/08/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,4/08/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,4/08/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,4/08/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,4/08/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,6/01/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,6/01/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,6/01/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,7/04/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,7/04/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,7/04/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,7/04/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,7/04/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,7/04/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,7/04/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,7/04/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,7/07/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,7/07/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,7/07/2025,60,Pack_3,0
2BM4,BFT-SFT,RQJW,7/07/2025,60,Pack_4,0
2BM4,BFT-SFT,RQJW,7/07/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,7/07/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,7/07/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,7/07/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,8/09/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,8/09/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,8/09/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,8/12/2025,40,Pack_1,0
2BM4,BFT-SFT,RQJW,8/12/2025,40,Pack_1,0
2BM4,BFT-SFT,RQJW,8/12/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,8/12/2025,40,Pack_2,0
2BM4,BFT-SFT,RQJW,8/12/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,8/12/2025,40,Pack_3,0
2BM4,BFT-SFT,RQJW,8/12/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,8/12/2025,40,Pack_4,0
2BM4,BFT-SFT,RQJW,9/06/2025,60,Pack_1,0
2BM4,BFT-SFT,RQJW,9/06/2025,60,Pack_2,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_1,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_2,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_3,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_4,0
2BM4,BFT-SFT,RQJW,9/06/2025,20,Pack_4,0
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_1,1
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_1,2
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_1,3
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_2,1
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_2,2
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_2,3
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_3,1
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_3,2
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_3,3
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_4,1
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_4,2
2BM4,BFT-SFT,RRAY,1/09/2025,48,Pack_4,3
2BM4,BFT-SFT,RRAY,1/09/2025,40,Pack_1,0
2BM4,BFT-SFT,RRAY,1/09/2025,40,Pack_1,4
2BM4,BFT-SFT,RRAY,1/09/2025,40,Pack_2,0
2BM4,BFT-SFT,RRAY,1/09/2025,40,Pack_2,4
2BM4,BFT-SFT,RRAY,1/09/2025,40,Pack_3,0
2BM4,BFT-SFT,RRAY,1/09/2025,40,Pack_3,4
2BM4,BFT-SFT,RRAY,1/09/2025,40,Pack_4,0
2BM4,BFT-SFT,RRAY,1/09/2025,40,Pack_4,4
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_1,1
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_1,2
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_1,3
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_2,1
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_2,2
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_2,3
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_3,1
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_3,2
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_3,3
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_4,1
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_4,2
2BM4,BFT-SFT,RRAY,10/02/2025,48,Pack_4,3
2BM4,BFT-SFT,RRAY,10/02/2025,40,Pack_1,0
2BM4,BFT-SFT,RRAY,10/02/2025,40,Pack_1,4
2BM4,BFT-SFT,RRAY,10/02/2025,40,Pack_2,0
2BM4,BFT-SFT,RRAY,10/02/2025,40,Pack_2,4
2BM4,BFT-SFT,RRAY,10/02/2025,40,Pack_3,0
2BM4,BFT-SFT,RRAY,10/02/2025,40,Pack_3,4
2BM4,BFT-SFT,RRAY,10/02/2025,40,Pack_4,0
2BM4,BFT-SFT,RRAY,10/02/2025,40,Pack_4,4
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_1,1
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_1,2
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_1,3
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_2,1
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_2,2
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_2,3
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_3,1
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_3,2
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_3,3
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_4,1
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_4,2
2BM4,BFT-SFT,RRAY,10/03/2025,48,Pack_4,3
2BM4,BFT-SFT,RRAY,10/03/2025,40,Pack_1,0
2BM4,BFT-SFT,RRAY,10/03/2025,40,Pack_1,4
2BM4,BFT-SFT,RRAY,10/03/2025,40,Pack_2,0
2BM4,BFT-SFT,RRAY,10/03/2025,40,Pack_2,4
2BM4,BFT-SFT,RRAY,10/03/2025,40,Pack_3,0
2BM4,BFT-SFT,RRAY,10/03/2025,40,Pack_3,4
2BM4,BFT-SFT,RRAY,10/03/2025,40,Pack_4,0
2BM4,BFT-SFT,RRAY,10/03/2025,40,Pack_4,4
2BM4,BFT-SFT,RRAY,10/11/2025,48,Pack_1,1
