TRAIN_NUM,DATE,MONTH,WEEK,BOX_TYPE,OD_PAIR,SUBTOTAL_BOX,SUBTOTAL_TEUS
1BM4,2023-01-24 02:48:00,1,4,C20,BFT-MFT,3,3.0
1BM4,2023-08-15 03:45:00,8,33,C20,BFT-MFT,14,14.0
1BM4,2023-08-15 03:45:00,8,33,C40,BFT-MFT,29,58.0
1BM4,2023-08-15 03:45:00,8,33,C42,BFT-MFT,1,2.1
1BM4,2023-08-15 03:45:00,8,33,C48,BFT-MFT,46,110.39999999999999
1BM4,2023-08-15 03:45:00,8,33,C60,BFT-MFT,2,6.0
1BM4,2023-10-31 03:10:00,10,44,C20,BFT-MFT,8,8.0
1BM4,2023-10-31 03:10:00,10,44,C40,BFT-MFT,29,58.0
1BM4,2023-10-31 03:10:00,10,44,C42,BFT-MFT,6,12.600000000000001
1BM4,2023-10-31 03:10:00,10,44,C48,BFT-MFT,40,96.0
1BM4,2023-10-31 03:10:00,10,44,C60,BFT-MFT,2,6.0
1BM4,2023-11-14 01:43:00,11,46,C20,BFT-MFT,1,1.0
1BM4,2024-01-09 02:23:00,1,1,C20,BFT-MFT,19,19.0
1BM4,2024-01-09 02:23:00,1,1,C40,BFT-MFT,7,14.0
1BM4,2024-01-09 02:23:00,1,1,C42,BFT-MFT,1,2.1
1BM4,2024-01-09 02:23:00,1,1,C45,BFT-MFT,1,2.2
1BM4,2024-01-09 02:23:00,1,1,C48,BFT-MFT,65,156.0
1BM4,2024-02-06 03:51:00,2,5,C20,SFT-ETT,18,18.0
1BM4,2024-02-06 08:56:00,2,5,C20,BFT-MFT,13,13.0
1BM4,2024-02-06 08:56:00,2,5,C40,BFT-MFT,6,12.0
1BM4,2024-02-06 08:56:00,2,5,C48,BFT-MFT,23,55.199999999999996
1MB4,2023-01-24 02:45:00,1,4,C20,MFT-BFT,6,6.0
1MB4,2023-01-24 02:45:00,1,4,C40,MFT-BFT,4,8.0
1MB4,2023-01-24 02:45:00,1,4,C40,MFT-TVT,1,2.0
1MB4,2023-01-24 02:45:00,1,4,C48,MFT-BFT,9,21.599999999999998
1MB4,2023-08-14 23:30:00,8,33,C20,MFT-MOR,3,3.0
1MB4,2023-08-14 23:30:00,8,33,C40,MFT-MOR,4,8.0
1MB4,2023-08-15 03:55:00,8,33,C20,MFT-BFT,10,10.0
1MB4,2023-08-15 03:55:00,8,33,C20,MFT-GLT,4,4.0
1MB4,2023-08-15 03:55:00,8,33,C20,MFT-MKY,3,3.0
1MB4,2023-08-15 03:55:00,8,33,C20,MFT-TVT,10,10.0
1MB4,2023-08-15 03:55:00,8,33,C20,MFT-WQX,2,2.0
1MB4,2023-08-15 03:55:00,8,33,C40,MFT-BFT,20,40.0
1MB4,2023-08-15 03:55:00,8,33,C48,MFT-BFT,5,12.0
1MB4,2023-08-15 03:55:00,8,33,C60,MFT-BFT,1,3.0
1MB4,2023-10-31 02:50:00,10,44,C20,MFT-BFT,24,24.0
1MB4,2023-10-31 02:50:00,10,44,C20,MFT-WQX,1,1.0
1MB4,2023-10-31 02:50:00,10,44,C40,MFT-BFT,16,32.0
1MB4,2023-10-31 02:50:00,10,44,C42,MFT-BFT,3,6.300000000000001
1MB4,2023-10-31 02:50:00,10,44,C48,MFT-BFT,27,64.8
1MB4,2023-11-14 06:35:00,11,46,C20,MFT-BFT,13,13.0
1MB4,2023-11-14 06:35:00,11,46,C40,MFT-BFT,25,50.0
1MB4,2023-11-14 06:35:00,11,46,C42,MFT-BFT,2,4.2
1MB4,2023-11-14 06:35:00,11,46,C45,MFT-BFT,1,2.2
1MB4,2023-11-14 06:35:00,11,46,C48,MFT-BFT,29,69.6
1MB4,2023-11-14 06:35:00,11,46,C60,MFT-BFT,3,9.0
1MB4,2024-01-09 13:55:00,1,1,C20,MFT-BFT,65,65.0
1MB4,2024-01-09 13:55:00,1,1,C20,MFT-TVT,1,1.0
1MB4,2024-01-09 13:55:00,1,1,C40,MFT-BFT,16,32.0
1MB4,2024-01-09 13:55:00,1,1,C45,MFT-BFT,1,2.2
1MB4,2024-01-09 13:55:00,1,1,C48,MFT-BFT,33,79.2
1MB4,2024-02-06 06:14:00,2,5,C20,MFT-BFT,9,9.0
1MB4,2024-02-06 06:14:00,2,5,C40,MFT-BFT,24,48.0
1MB4,2024-02-06 06:14:00,2,5,C40,MFT-TVT,1,2.0
1MB4,2024-02-06 06:14:00,2,5,C40,MFT-WQX,1,2.0
1MB4,2024-02-06 06:14:00,2,5,C42,MFT-BFT,1,2.1
1MB4,2024-02-06 06:14:00,2,5,C48,MFT-BFT,18,43.199999999999996
2BM4,2023-01-04 02:50:00,1,1,C20,BFT-AFT,1,1.0
2BM4,2023-01-04 02:50:00,1,1,C20,BFT-MFT,2,2.0
2BM4,2023-01-04 02:50:00,1,1,C40,BFT-MFT,21,42.0
2BM4,2023-01-04 02:50:00,1,1,C48,BFT-MFT,27,64.8
2BM4,2023-01-11 04:50:00,1,2,C20,BFT-MFT,43,43.0
2BM4,2023-01-11 04:50:00,1,2,C40,BFT-MFT,27,54.0
2BM4,2023-01-11 04:50:00,1,2,C42,BFT-MFT,1,2.1
2BM4,2023-01-11 04:50:00,1,2,C48,BFT-MFT,35,84.0
2BM4,2023-01-18 02:30:00,1,3,C20,BFT-MFT,17,17.0
2BM4,2023-01-18 02:30:00,1,3,C40,BFT-MFT,28,56.0
2BM4,2023-01-18 02:30:00,1,3,C48,BFT-MFT,38,91.2
2BM4,2023-01-25 03:07:00,1,4,C20,BFT-MFT,18,18.0
2BM4,2023-01-25 03:07:00,1,4,C40,BFT-MFT,29,58.0
2BM4,2023-01-25 03:07:00,1,4,C42,BFT-MFT,2,4.2
2BM4,2023-01-25 03:07:00,1,4,C46,BFT-MFT,1,2.3
2BM4,2023-01-25 03:07:00,1,4,C48,BFT-MFT,40,96.0
2BM4,2023-02-01 02:15:00,2,5,C20,BFT-MFT,18,18.0
2BM4,2023-02-01 02:15:00,2,5,C40,BFT-MFT,28,56.0
2BM4,2023-02-01 02:15:00,2,5,C42,BFT-MFT,1,2.1
2BM4,2023-02-01 02:15:00,2,5,C48,BFT-MFT,47,112.8
2BM4,2023-02-08 03:00:00,2,6,C20,BFT-MFT,18,18.0
2BM4,2023-02-08 03:00:00,2,6,C40,BFT-MFT,30,60.0
2BM4,2023-02-08 03:00:00,2,6,C42,BFT-MFT,4,8.4
2BM4,2023-02-08 03:00:00,2,6,C46,BFT-MFT,1,2.3
2BM4,2023-02-08 03:00:00,2,6,C48,BFT-MFT,38,91.2
2BM4,2023-02-15 02:25:00,2,7,C20,BFT-MFT,21,21.0
2BM4,2023-02-15 02:25:00,2,7,C40,BFT-MFT,31,62.0
2BM4,2023-02-15 02:25:00,2,7,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-02-15 02:25:00,2,7,C48,BFT-MFT,44,105.6
2BM4,2023-02-22 05:55:00,2,8,C20,BFT-MFT,12,12.0
2BM4,2023-02-22 05:55:00,2,8,C40,BFT-MFT,33,66.0
2BM4,2023-02-22 05:55:00,2,8,C42,BFT-MFT,2,4.2
2BM4,2023-02-22 05:55:00,2,8,C48,BFT-MFT,40,96.0
2BM4,2023-03-01 01:49:00,3,9,C20,BFT-MFT,18,18.0
2BM4,2023-03-01 01:49:00,3,9,C40,BFT-MFT,32,64.0
2BM4,2023-03-01 01:49:00,3,9,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-03-01 01:49:00,3,9,C48,BFT-MFT,35,84.0
2BM4,2023-03-08 02:22:00,3,10,C20,BFT-MFT,13,13.0
2BM4,2023-03-08 02:22:00,3,10,C40,BFT-MFT,35,70.0
2BM4,2023-03-08 02:22:00,3,10,C42,BFT-MFT,4,8.4
2BM4,2023-03-08 02:22:00,3,10,C48,BFT-MFT,42,100.8
2BM4,2023-03-15 03:25:00,3,11,C20,BFT-MFT,25,25.0
2BM4,2023-03-15 03:25:00,3,11,C40,BFT-MFT,37,74.0
2BM4,2023-03-15 03:25:00,3,11,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-03-15 03:25:00,3,11,C48,BFT-MFT,34,81.6
2BM4,2023-03-22 03:03:00,3,12,C20,BFT-MFT,17,17.0
2BM4,2023-03-22 03:03:00,3,12,C40,BFT-MFT,39,78.0
2BM4,2023-03-22 03:03:00,3,12,C42,BFT-MFT,8,16.8
2BM4,2023-03-22 03:03:00,3,12,C48,BFT-MFT,39,93.6
2BM4,2023-03-29 02:00:00,3,13,C20,BFT-MFT,26,26.0
2BM4,2023-03-29 02:00:00,3,13,C40,BFT-MFT,33,66.0
2BM4,2023-03-29 02:00:00,3,13,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-03-29 02:00:00,3,13,C48,BFT-MFT,38,91.2
2BM4,2023-04-05 02:56:00,4,14,C20,BFT-MFT,22,22.0
2BM4,2023-04-05 02:56:00,4,14,C40,BFT-MFT,26,52.0
2BM4,2023-04-05 02:56:00,4,14,C42,BFT-MFT,4,8.4
2BM4,2023-04-05 02:56:00,4,14,C48,BFT-MFT,47,112.8
2BM4,2023-04-12 02:15:00,4,15,C20,BFT-MFT,1,1.0
2BM4,2023-04-12 02:15:00,4,15,C30,BFT-MFT,2,3.0
2BM4,2023-04-12 02:15:00,4,15,C48,BFT-MFT,15,36.0
2BM4,2023-04-19 03:05:00,4,16,C20,BFT-MFT,15,15.0
2BM4,2023-04-19 03:05:00,4,16,C40,BFT-MFT,35,70.0
2BM4,2023-04-19 03:05:00,4,16,C42,BFT-MFT,2,4.2
2BM4,2023-04-19 03:05:00,4,16,C48,BFT-MFT,42,100.8
2BM4,2023-04-19 03:05:00,4,16,C48,BFT-PFT,1,2.4
2BM4,2023-04-19 03:05:00,4,16,C60,BFT-MFT,1,3.0
2BM4,2023-04-26 01:18:00,4,17,C20,BFT-MFT,21,21.0
2BM4,2023-04-26 01:18:00,4,17,C40,BFT-MFT,31,62.0
2BM4,2023-04-26 01:18:00,4,17,C42,BFT-MFT,5,10.5
2BM4,2023-04-26 01:18:00,4,17,C48,BFT-MFT,39,93.6
2BM4,2023-04-26 01:18:00,4,17,C60,BFT-MFT,1,3.0
2BM4,2023-05-03 02:27:00,5,18,C20,BFT-MFT,1,1.0
2BM4,2023-05-03 02:27:00,5,18,C40,BFT-MFT,6,12.0
2BM4,2023-05-03 02:27:00,5,18,C42,BFT-MFT,1,2.1
2BM4,2023-05-03 02:27:00,5,18,C48,BFT-MFT,12,28.799999999999997
2BM4,2023-05-10 03:05:00,5,19,C20,BFT-MFT,8,8.0
2BM4,2023-05-10 03:05:00,5,19,C40,BFT-MFT,28,56.0
2BM4,2023-05-10 03:05:00,5,19,C42,BFT-MFT,1,2.1
2BM4,2023-05-10 03:05:00,5,19,C48,BFT-MFT,50,120.0
2BM4,2023-05-10 03:05:00,5,19,C48,BFT-PFT,2,4.8
2BM4,2023-05-10 03:05:00,5,19,C60,BFT-MFT,3,9.0
2BM4,2023-05-17 02:20:00,5,20,C20,BFT-MFT,7,7.0
2BM4,2023-05-17 02:20:00,5,20,C40,BFT-MFT,32,64.0
2BM4,2023-05-17 02:20:00,5,20,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-05-17 02:20:00,5,20,C48,BFT-MFT,51,122.39999999999999
2BM4,2023-05-24 02:00:00,5,21,C20,BFT-MFT,13,13.0
2BM4,2023-05-24 02:00:00,5,21,C40,BFT-MFT,27,54.0
2BM4,2023-05-24 02:00:00,5,21,C42,BFT-MFT,4,8.4
2BM4,2023-05-24 02:00:00,5,21,C48,BFT-MFT,49,117.6
2BM4,2023-05-24 02:00:00,5,21,C60,BFT-MFT,2,6.0
2BM4,2023-05-31 02:05:00,5,22,C20,BFT-MFT,9,9.0
2BM4,2023-05-31 02:05:00,5,22,C40,BFT-MFT,33,66.0
2BM4,2023-05-31 02:05:00,5,22,C42,BFT-MFT,2,4.2
2BM4,2023-05-31 02:05:00,5,22,C45,BFT-MFT,1,2.2
2BM4,2023-05-31 02:05:00,5,22,C48,BFT-MFT,37,88.8
2BM4,2023-05-31 02:05:00,5,22,C60,BFT-MFT,2,6.0
2BM4,2023-06-07 01:50:00,6,23,C20,BFT-MFT,14,14.0
2BM4,2023-06-07 01:50:00,6,23,C40,BFT-MFT,39,78.0
2BM4,2023-06-07 01:50:00,6,23,C42,BFT-MFT,1,2.1
2BM4,2023-06-07 01:50:00,6,23,C48,BFT-MFT,33,79.2
2BM4,2023-06-07 01:50:00,6,23,C60,BFT-MFT,3,9.0
2BM4,2023-06-14 11:31:00,6,24,C20,BFT-MFT,19,19.0
2BM4,2023-06-14 11:31:00,6,24,C40,BFT-MFT,27,54.0
2BM4,2023-06-14 11:31:00,6,24,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-06-14 11:31:00,6,24,C48,BFT-MFT,46,110.39999999999999
2BM4,2023-06-14 11:31:00,6,24,C60,BFT-MFT,6,18.0
2BM4,2023-06-21 02:21:00,6,25,C20,BFT-MFT,26,26.0
2BM4,2023-06-21 02:21:00,6,25,C40,BFT-MFT,34,68.0
2BM4,2023-06-21 02:21:00,6,25,C42,BFT-MFT,4,8.4
2BM4,2023-06-21 02:21:00,6,25,C48,BFT-MFT,36,86.39999999999999
2BM4,2023-06-21 02:21:00,6,25,C60,BFT-MFT,4,12.0
2BM4,2023-06-28 02:30:00,6,26,C20,BFT-MFT,11,11.0
2BM4,2023-06-28 02:30:00,6,26,C40,BFT-MFT,37,74.0
2BM4,2023-06-28 02:30:00,6,26,C42,BFT-MFT,1,2.1
2BM4,2023-06-28 02:30:00,6,26,C48,BFT-MFT,33,79.2
2BM4,2023-06-28 02:30:00,6,26,C60,BFT-MFT,2,6.0
2BM4,2023-07-05 01:55:00,7,27,C20,BFT-MFT,11,11.0
2BM4,2023-07-05 01:55:00,7,27,C40,BFT-MFT,28,56.0
2BM4,2023-07-05 01:55:00,7,27,C42,BFT-MFT,4,8.4
2BM4,2023-07-05 01:55:00,7,27,C48,BFT-MFT,38,91.2
2BM4,2023-07-05 01:55:00,7,27,C60,BFT-MFT,6,18.0
2BM4,2023-07-12 02:17:00,7,28,C20,BFT-MFT,21,21.0
2BM4,2023-07-12 02:17:00,7,28,C40,BFT-MFT,29,58.0
2BM4,2023-07-12 02:17:00,7,28,C42,BFT-MFT,1,2.1
2BM4,2023-07-12 02:17:00,7,28,C48,BFT-MFT,42,100.8
2BM4,2023-07-12 02:17:00,7,28,C60,BFT-MFT,2,6.0
2BM4,2023-07-19 03:00:00,7,29,C20,BFT-MFT,19,19.0
2BM4,2023-07-19 03:00:00,7,29,C40,BFT-MFT,24,48.0
2BM4,2023-07-19 03:00:00,7,29,C42,BFT-MFT,5,10.5
2BM4,2023-07-19 03:00:00,7,29,C48,BFT-MFT,36,86.39999999999999
2BM4,2023-07-19 03:00:00,7,29,C60,BFT-MFT,4,12.0
2BM4,2023-07-26 02:05:00,7,30,C20,BFT-MFT,9,9.0
2BM4,2023-07-26 02:05:00,7,30,C40,BFT-MFT,32,64.0
2BM4,2023-07-26 02:05:00,7,30,C42,BFT-MFT,2,4.2
2BM4,2023-07-26 02:05:00,7,30,C48,BFT-MFT,49,117.6
2BM4,2023-07-26 02:05:00,7,30,C60,BFT-MFT,1,3.0
2BM4,2023-08-02 02:40:00,8,31,C20,BFT-MFT,15,15.0
2BM4,2023-08-02 02:40:00,8,31,C40,BFT-MFT,26,52.0
2BM4,2023-08-02 02:40:00,8,31,C42,BFT-MFT,4,8.4
2BM4,2023-08-02 02:40:00,8,31,C48,BFT-MFT,43,103.2
2BM4,2023-08-02 02:40:00,8,31,C60,BFT-MFT,1,3.0
2BM4,2023-08-09 03:30:00,8,32,C20,BFT-MFT,14,14.0
2BM4,2023-08-09 03:30:00,8,32,C40,BFT-MFT,28,56.0
2BM4,2023-08-09 03:30:00,8,32,C42,BFT-MFT,4,8.4
2BM4,2023-08-09 03:30:00,8,32,C48,BFT-MFT,46,110.39999999999999
2BM4,2023-08-09 03:30:00,8,32,C60,BFT-MFT,5,15.0
2BM4,2023-08-16 02:45:00,8,33,C20,BFT-AFT,1,1.0
2BM4,2023-08-16 02:45:00,8,33,C20,BFT-MFT,13,13.0
2BM4,2023-08-16 02:45:00,8,33,C40,BFT-MFT,33,66.0
2BM4,2023-08-16 02:45:00,8,33,C42,BFT-MFT,4,8.4
2BM4,2023-08-16 02:45:00,8,33,C48,BFT-MFT,42,100.8
2BM4,2023-08-16 02:45:00,8,33,C60,BFT-MFT,1,3.0
2BM4,2023-08-23 04:43:00,8,34,C20,BFT-MFT,23,23.0
2BM4,2023-08-23 04:43:00,8,34,C40,BFT-MFT,31,62.0
2BM4,2023-08-23 04:43:00,8,34,C42,BFT-MFT,1,2.1
2BM4,2023-08-23 04:43:00,8,34,C48,BFT-MFT,42,100.8
2BM4,2023-08-23 04:43:00,8,34,C60,BFT-MFT,2,6.0
2BM4,2023-08-30 02:00:00,8,35,C20,BFT-MFT,30,30.0
2BM4,2023-08-30 02:00:00,8,35,C40,BFT-MFT,29,58.0
2BM4,2023-08-30 02:00:00,8,35,C42,BFT-MFT,5,10.5
2BM4,2023-08-30 02:00:00,8,35,C48,BFT-MFT,44,105.6
2BM4,2023-08-30 02:00:00,8,35,C60,BFT-MFT,3,9.0
2BM4,2023-09-06 13:29:00,9,36,C20,BFT-MFT,12,12.0
2BM4,2023-09-06 13:29:00,9,36,C40,BFT-MFT,26,52.0
2BM4,2023-09-06 13:29:00,9,36,C42,BFT-MFT,2,4.2
2BM4,2023-09-06 13:29:00,9,36,C48,BFT-MFT,43,103.2
2BM4,2023-09-06 13:29:00,9,36,C60,BFT-MFT,2,6.0
2BM4,2023-09-13 02:00:00,9,37,C20,BFT-MFT,17,17.0
2BM4,2023-09-13 02:00:00,9,37,C40,BFT-MFT,38,76.0
2BM4,2023-09-13 02:00:00,9,37,C42,BFT-MFT,2,4.2
2BM4,2023-09-13 02:00:00,9,37,C48,BFT-MFT,42,100.8
2BM4,2023-09-13 02:00:00,9,37,C60,BFT-MFT,3,9.0
2BM4,2023-09-20 02:35:00,9,38,C20,BFT-MFT,18,18.0
2BM4,2023-09-20 02:35:00,9,38,C40,BFT-MFT,21,42.0
2BM4,2023-09-20 02:35:00,9,38,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-09-20 02:35:00,9,38,C48,BFT-MFT,34,81.6
2BM4,2023-09-20 02:35:00,9,38,C60,BFT-MFT,5,15.0
2BM4,2023-09-27 03:05:00,9,39,C20,BFT-MFT,19,19.0
2BM4,2023-09-27 03:05:00,9,39,C40,BFT-MFT,23,46.0
2BM4,2023-09-27 03:05:00,9,39,C42,BFT-MFT,5,10.5
2BM4,2023-09-27 03:05:00,9,39,C48,BFT-MFT,43,103.2
2BM4,2023-09-27 03:05:00,9,39,C60,BFT-MFT,5,15.0
2BM4,2023-10-04 04:30:00,10,40,C40,BFT-MFT,3,6.0
2BM4,2023-10-04 04:30:00,10,40,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-10-04 04:30:00,10,40,C48,BFT-MFT,19,45.6
2BM4,2023-10-11 02:40:00,10,41,C20,BFT-MFT,21,21.0
2BM4,2023-10-11 02:40:00,10,41,C40,BFT-MFT,27,54.0
2BM4,2023-10-11 02:40:00,10,41,C42,BFT-MFT,2,4.2
2BM4,2023-10-11 02:40:00,10,41,C48,BFT-MFT,41,98.39999999999999
2BM4,2023-10-11 02:40:00,10,41,C60,BFT-MFT,2,6.0
2BM4,2023-10-18 02:54:00,10,42,C20,BFT-MFT,20,20.0
2BM4,2023-10-18 02:54:00,10,42,C40,BFT-MFT,23,46.0
2BM4,2023-10-18 02:54:00,10,42,C42,BFT-MFT,2,4.2
2BM4,2023-10-18 02:54:00,10,42,C45,BFT-MFT,2,4.4
2BM4,2023-10-18 02:54:00,10,42,C48,BFT-MFT,43,103.2
2BM4,2023-10-18 02:54:00,10,42,C60,BFT-MFT,2,6.0
2BM4,2023-10-25 02:10:00,10,43,C20,BFT-MFT,17,17.0
2BM4,2023-10-25 02:10:00,10,43,C40,BFT-MFT,26,52.0
2BM4,2023-10-25 02:10:00,10,43,C42,BFT-MFT,1,2.1
2BM4,2023-10-25 02:10:00,10,43,C45,BFT-MFT,1,2.2
2BM4,2023-10-25 02:10:00,10,43,C48,BFT-MFT,52,124.8
2BM4,2023-10-25 02:10:00,10,43,C60,BFT-MFT,2,6.0
2BM4,2023-11-01 04:35:00,11,44,C20,BFT-MFT,29,29.0
2BM4,2023-11-01 04:35:00,11,44,C40,BFT-MFT,18,36.0
2BM4,2023-11-01 04:35:00,11,44,C42,BFT-MFT,2,4.2
2BM4,2023-11-01 04:35:00,11,44,C45,BFT-MFT,2,4.4
2BM4,2023-11-01 04:35:00,11,44,C48,BFT-MFT,51,122.39999999999999
2BM4,2023-11-01 04:35:00,11,44,C60,BFT-MFT,2,6.0
2BM4,2023-11-08 02:45:00,11,45,C20,BFT-MFT,17,17.0
2BM4,2023-11-08 02:45:00,11,45,C40,BFT-MFT,27,54.0
2BM4,2023-11-08 02:45:00,11,45,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-11-08 02:45:00,11,45,C45,BFT-MFT,1,2.2
2BM4,2023-11-08 02:45:00,11,45,C48,BFT-MFT,45,108.0
2BM4,2023-11-08 02:45:00,11,45,C60,BFT-MFT,1,3.0
2BM4,2023-11-15 02:21:00,11,46,C20,BFT-MFT,18,18.0
2BM4,2023-11-15 02:21:00,11,46,C40,BFT-MFT,19,38.0
2BM4,2023-11-15 02:21:00,11,46,C42,BFT-MFT,2,4.2
2BM4,2023-11-15 02:21:00,11,46,C45,BFT-MFT,2,4.4
2BM4,2023-11-15 02:21:00,11,46,C48,BFT-MFT,44,105.6
2BM4,2023-11-15 02:21:00,11,46,C60,BFT-MFT,3,9.0
2BM4,2023-11-22 02:30:00,11,47,C20,BFT-MFT,16,16.0
2BM4,2023-11-22 02:30:00,11,47,C40,BFT-MFT,14,28.0
2BM4,2023-11-22 02:30:00,11,47,C42,BFT-MFT,2,4.2
2BM4,2023-11-22 02:30:00,11,47,C48,BFT-MFT,45,108.0
2BM4,2023-11-22 02:30:00,11,47,C60,BFT-MFT,4,12.0
2BM4,2023-11-29 01:53:00,11,48,C20,BFT-MFT,31,31.0
2BM4,2023-11-29 01:53:00,11,48,C40,BFT-MFT,11,22.0
2BM4,2023-11-29 01:53:00,11,48,C42,BFT-MFT,1,2.1
2BM4,2023-11-29 01:53:00,11,48,C48,BFT-MFT,39,93.6
2BM4,2023-11-29 01:53:00,11,48,C60,BFT-MFT,2,6.0
2BM4,2023-12-06 02:50:00,12,49,C20,BFT-MFT,20,20.0
2BM4,2023-12-06 02:50:00,12,49,C40,BFT-MFT,25,50.0
2BM4,2023-12-06 02:50:00,12,49,C42,BFT-MFT,1,2.1
2BM4,2023-12-06 02:50:00,12,49,C48,BFT-MFT,53,127.19999999999999
2BM4,2023-12-13 07:07:00,12,50,C20,BFT-MFT,32,32.0
2BM4,2023-12-13 07:07:00,12,50,C40,BFT-MFT,24,48.0
2BM4,2023-12-13 07:07:00,12,50,C42,BFT-MFT,2,4.2
2BM4,2023-12-13 07:07:00,12,50,C48,BFT-MFT,44,105.6
2BM4,2023-12-13 07:07:00,12,50,C60,BFT-MFT,1,3.0
2BM4,2023-12-20 02:55:00,12,51,C20,BFT-MFT,37,37.0
2BM4,2023-12-20 02:55:00,12,51,C40,BFT-MFT,22,44.0
2BM4,2023-12-20 02:55:00,12,51,C42,BFT-MFT,3,6.300000000000001
2BM4,2023-12-20 02:55:00,12,51,C48,BFT-MFT,43,103.2
2BM4,2023-12-20 02:55:00,12,51,C60,BFT-MFT,2,6.0
2BM4,2024-01-10 05:35:00,1,1,C20,BFT-MFT,37,37.0
2BM4,2024-01-10 05:35:00,1,1,C40,BFT-MFT,21,42.0
2BM4,2024-01-10 05:35:00,1,1,C42,BFT-MFT,1,2.1
2BM4,2024-01-10 05:35:00,1,1,C48,BFT-MFT,54,129.6
2BM4,2024-01-10 05:35:00,1,1,C60,BFT-MFT,1,3.0
2BM4,2024-01-17 11:18:00,1,2,C20,BFT-MFT,22,22.0
2BM4,2024-01-17 11:18:00,1,2,C40,BFT-MFT,24,48.0
2BM4,2024-01-17 11:18:00,1,2,C42,BFT-MFT,2,4.2
2BM4,2024-01-17 11:18:00,1,2,C45,BFT-MFT,1,2.2
2BM4,2024-01-17 11:18:00,1,2,C48,BFT-MFT,53,127.19999999999999
2BM4,2024-01-17 11:18:00,1,2,C60,BFT-MFT,1,3.0
2BM4,2024-01-24 02:42:00,1,3,C20,BFT-MFT,29,29.0
2BM4,2024-01-24 02:42:00,1,3,C40,BFT-MFT,19,38.0
2BM4,2024-01-24 02:42:00,1,3,C42,BFT-MFT,2,4.2
2BM4,2024-01-24 02:42:00,1,3,C45,BFT-MFT,2,4.4
2BM4,2024-01-24 02:42:00,1,3,C48,BFT-MFT,54,129.6
2BM4,2024-01-24 02:42:00,1,3,C60,BFT-MFT,2,6.0
2BM4,2024-01-31 02:28:00,1,4,C20,BFT-MFT,17,17.0
2BM4,2024-01-31 02:28:00,1,4,C40,BFT-MFT,28,56.0
2BM4,2024-01-31 02:28:00,1,4,C42,BFT-MFT,2,4.2
2BM4,2024-01-31 02:28:00,1,4,C45,BFT-MFT,1,2.2
2BM4,2024-01-31 02:28:00,1,4,C48,BFT-MFT,50,120.0
2BM4,2024-01-31 02:28:00,1,4,C60,BFT-MFT,2,6.0
2BM4,2024-02-07 04:06:00,2,5,C20,BFT-MFT,22,22.0
2BM4,2024-02-07 04:06:00,2,5,C40,BFT-MFT,27,54.0
2BM4,2024-02-07 04:06:00,2,5,C42,BFT-MFT,4,8.4
2BM4,2024-02-07 04:06:00,2,5,C45,BFT-MFT,2,4.4
2BM4,2024-02-07 04:06:00,2,5,C48,BFT-MFT,40,96.0
2BM4,2024-02-07 04:06:00,2,5,C60,BFT-MFT,2,6.0
2BM4,2024-02-14 03:45:00,2,6,C20,BFT-MFT,13,13.0
2BM4,2024-02-14 03:45:00,2,6,C40,BFT-MFT,25,50.0
2BM4,2024-02-14 03:45:00,2,6,C42,BFT-MFT,2,4.2
2BM4,2024-02-14 03:45:00,2,6,C45,BFT-MFT,1,2.2
2BM4,2024-02-14 03:45:00,2,6,C48,BFT-MFT,42,100.8
2BM4,2024-02-14 03:45:00,2,6,C60,BFT-MFT,4,12.0
2BM4,2024-02-21 02:43:00,2,7,C20,BFT-MFT,16,16.0
2BM4,2024-02-21 02:43:00,2,7,C20,BFT-PFT,1,1.0
2BM4,2024-02-21 02:43:00,2,7,C40,BFT-MFT,34,68.0
2BM4,2024-02-21 02:43:00,2,7,C42,BFT-MFT,3,6.300000000000001
2BM4,2024-02-21 02:43:00,2,7,C45,BFT-MFT,1,2.2
2BM4,2024-02-21 02:43:00,2,7,C48,BFT-MFT,38,91.2
2BM4,2024-02-21 02:43:00,2,7,C60,BFT-MFT,2,6.0
2BM4,2024-02-28 05:05:00,2,8,C20,BFT-MFT,13,13.0
2BM4,2024-02-28 05:05:00,2,8,C40,BFT-MFT,26,52.0
2BM4,2024-02-28 05:05:00,2,8,C45,BFT-MFT,1,2.2
2BM4,2024-02-28 05:05:00,2,8,C48,BFT-MFT,52,124.8
2BM4,2024-03-06 02:30:00,3,9,C20,BFT-MFT,13,13.0
2BM4,2024-03-06 02:30:00,3,9,C40,BFT-MFT,30,60.0
2BM4,2024-03-06 02:30:00,3,9,C42,BFT-MFT,1,2.1
2BM4,2024-03-06 02:30:00,3,9,C45,BFT-MFT,1,2.2
2BM4,2024-03-06 02:30:00,3,9,C48,BFT-MFT,45,108.0
2BM4,2024-03-06 02:30:00,3,9,C60,BFT-MFT,2,6.0
2BM4,2024-03-13 03:50:00,3,10,C20,BFT-MFT,13,13.0
