TRAIN_NAME,TRAIN,ORIGIN,DEP_TIME,DEP_DAY,ARR_TIME,ARR_DAY,DESTINATION,LEG_NUM
1004,1004PFT,PFT,6:00:00,Sunday,6:00:00,Sunday,EPT,1
1113S,1113SFRI,PAD,16:39:00,Friday,16:39:00,Friday,PPT,1
1113S,1113SWED,PAD,14:44:00,Wednesday,14:44:00,Wednesday,PPT,1
1114S,1114SFRI,PPT,19:45:00,Friday,19:45:00,Friday,PAD,1
1114S,1114SWED,PPT,19:45:00,Wednesday,19:45:00,Wednesday,PAD,1
1115S,1115SFRI,AFT,12:20:00,Friday,12:20:00,Friday,BRK,1
1115S,1115SMON,AFT,12:20:00,Monday,12:20:00,Monday,BRK,1
1115S,1115sthu,AFT,15:00:00,Thursday,15:00:00,Thursday,BRK,1
1115S,1115SWED,AFT,12:20:00,Wednesday,12:20:00,Wednesday,BRK,1
1116S,1116SFRI,BRK,14:00:00,Friday,14:00:00,Friday,AFT,1
1116S,1116SMON,BRK,13:50:00,Monday,13:50:00,Monday,AFT,1
1116S,1116SWED,BRK,14:00:00,Wednesday,14:00:00,Wednesday,AFT,1
1431,1431C,SFT,19:08:00,Tuesday,19:08:00,Tuesday,MOR,1
1431,1431ENF,ENF,1:17:00,Monday,1:17:00,Monday,MOR,2
1435,1435c,ENF,11:55:00,Tuesday,11:55:00,Tuesday,MOR,1
1435,1435d,ENF,11:55:00,Wednesday,11:55:00,Wednesday,MOR,1
1435,1435e,ENF,11:55:00,Thursday,11:55:00,Thursday,MOR,1
1435,1435f,ENF,11:55:00,Friday,11:55:00,Friday,MOR,1
1827FRI,1827FRISFT,SFT,20:47:00,Friday,20:47:00,Saturday,GBJ,1
1827THU,1827thuSFT,SFT,20:24:00,Thursday,20:24:00,Friday,GBJ,1
1829,1829SFT,SFT,10:28:00,Saturday,10:28:00,Saturday,GBJ,1
1921,1921MON,SFT,18:27:00,Monday,18:27:00,Monday,PTK,1
1921,1921SUN,SFT,23:10:00,Sunday,23:10:00,Monday,PTK,1
1921,1921TUE,SFT,18:27:00,Tuesday,18:27:00,Tuesday,PTK,1
1921,1921WED,SFT,18:27:00,Wednesday,18:27:00,Wednesday,PTK,1
1923,1923FRI,SFT,3:55:00,Friday,3:55:00,Friday,PTK,1
1923,1923SFT,SFT,3:55:00,Friday,3:55:00,Friday,PTK,1
1923,1923THUR,SFT,3:55:00,Thursday,3:55:00,Thursday,PTK,1
1923,1923WED,SFT,3:55:00,Wednesday,3:55:00,Wednesday,PTK,1
1AD8,1AD8KWK,KWK,12:20:00,Sunday,12:20:00,Sunday,SCJ,1
1AD8,1AD8SCJ,SCJ,17:07:00,Sunday,17:07:00,Monday,ASG,2
1AD8,1AD8ASG,ASG,18:00:00,Monday,18:00:00,Tuesday,DWN,3
1AP8,1AP8KWK,KWK,21:25:00,Sunday,21:25:00,Monday,SCJ,1
1AP8,1AP8SCJ,SCJ,3:30:00,Monday,3:30:00,Tuesday,EPT,2
1BM2,1bm2BFT,BFT,22:30:00,Sunday,22:30:00,Monday,MOR,1
1BM2,1bm2MOR,MOR,16:00:00,Monday,16:00:00,Monday,SFT,2
1BM2,1bm2SFT,SFT,22:30:00,Monday,22:30:00,Tuesday,ETT,3
1BM2,1bm2ETT,ETT,10:30:00,Tuesday,10:30:00,Tuesday,MFT,4
1BM4,1bm4BFT,BFT,18:20:00,Sunday,18:20:00,Monday,SFT,1
1BM4,1bm4SFT,SFT,12:25:00,Monday,12:25:00,Tuesday,MFT,2
1BS2,1BS2BFT,BFT,2:00:00,Sunday,2:00:00,Sunday,SFT,1
1BS3,1bs3BFT,BFT,2:45:00,Sunday,2:45:00,Sunday,SFT,1
1BS6,1bs6BFT,BFT,20:15:00,Sunday,20:15:00,Monday,SFT,1
1MB2,1MB2MFT,MFT,5:45:00,Sunday,5:45:00,Sunday,ETT,1
1MB2,1MB2ETT,ETT,11:28:00,Sunday,11:28:00,Sunday,SFT,2
1MB2,1MB2SFT,SFT,1:12:00,Monday,1:12:00,Monday,MOR,3
1MB2,1MB2MOR,MOR,7:00:00,Monday,7:00:00,Tuesday,BFT,4
1MB4,1mb4MFT,MFT,20:00:00,Sunday,20:00:00,Monday,SFT,1
1MB4,1mb4SFT,SFT,9:09:00,Monday,9:09:00,Tuesday,BFT,2
1MP2,1MP2MFT,MFT,16:50:00,Sunday,16:50:00,Monday,TLB,1
1MP2,1MP2TLB,TLB,3:35:00,Monday,3:35:00,Monday,AFT,2
1MP2,1MP2AFT,AFT,12:15:00,Monday,12:15:00,Monday,SCJ,3
1MP2,1MP2SCJ,SCJ,19:20:00,Monday,19:20:00,Tuesday,COK,4
1MP2,1MP2COK,COK,7:21:00,Tuesday,7:21:00,Tuesday,WEK,5
1MP2,1MP2WEK,WEK,22:50:00,Tuesday,22:50:00,Wednesday,PFT,6
1MP5,1mp5MFT,MFT,21:35:00,Sunday,21:35:00,Monday,AFT,1
1MP5,1mp5AFT,AFT,13:20:00,Monday,13:20:00,Monday,SCJ,2
1MP5,1MP5SCJ,SCJ,18:18:00,Monday,18:18:00,Wednesday,PFT,3
1MS2,1MS2MFT,MFT,18:25:00,Sunday,18:25:00,Monday,SFT,1
1MW2,1mw2MFT,MFT,7:30:00,Sunday,7:30:00,Monday,SFT,1
1MW2,1mw2SFT,SFT,0:50:00,Monday,0:50:00,Monday,PTK,2
1P50,1P50PFT,PFT,0:01:00,Sunday,0:01:00,Sunday,SSK,1
1P51,1P51SSK,SSK,0:45:00,Sunday,0:45:00,Sunday,PFT,1
1P52,1P52PFT,PFT,12:00:00,Sunday,12:00:00,Sunday,SSK,1
1P53,1P53SSK,SSK,12:45:00,Sunday,12:45:00,Sunday,PFT,1
1PA8,1PA8EPT,EPT,10:00:00,Sunday,10:00:00,Tuesday,SCJ,1
1PA8,1PA8SCJ,SCJ,3:05:00,Tuesday,3:05:00,Tuesday,KWK,2
1PM5,1pm5PFT,PFT,16:00:00,Sunday,16:00:00,Monday,WEK,1
1PM5,1PM5WEK,WEK,4:45:00,Monday,4:45:00,Monday,COK,2
1PM5,1PM5COK,COK,20:10:00,Monday,20:10:00,Tuesday,SCJ,3
1PM5,1pm5SCJ,SCJ,15:30:00,Tuesday,15:30:00,Tuesday,AFT,4
1PM5,1pm5AFT,AFT,5:30:00,Wednesday,5:30:00,Wednesday,TLB,5
1PM5,1pm5TLB,TLB,10:30:00,Wednesday,10:30:00,Wednesday,MFT,6
1PM6,1pm6PFT,PFT,19:30:00,Sunday,19:30:00,Tuesday,SCJ,1
1PM6,1pm6SCJ,SCJ,14:45:00,Tuesday,14:45:00,Tuesday,AFT,2
1PM6,1pm6AFT,AFT,8:30:00,Wednesday,8:30:00,Wednesday,MFT,3
1PS6,1ps6PFT,PFT,7:20:00,Sunday,7:20:00,Monday,SCJ,1
1PS6,1PS6SCJ,SCJ,4:20:00,Tuesday,4:20:00,Tuesday,GBJ,2
1PS6,1PS6GBJ,GBJ,4:13:00,Wednesday,4:13:00,Wednesday,SFT,3
1PS7,1ps7PFT,PFT,19:30:00,Sunday,19:30:00,Tuesday,SCJ,1
1PS7,1ps7SCJ,SCJ,12:10:00,Tuesday,12:10:00,Wednesday,GBJ,2
1PS7,1ps7GBJ,GBJ,9:40:00,Wednesday,9:40:00,Wednesday,SFT,3
1SB1,1SB1SFT,SFT,7:16:00,Sunday,7:16:00,Monday,BFT,1
1SP7,1SP7SFT,SFT,21:46:00,Sunday,21:46:00,Monday,GBJ,1
1SP7,1SP7GBJ,GBJ,7:18:00,Monday,7:18:00,Monday,SCJ,2
1SP7,1sp7SCJ,SCJ,2:40:00,Tuesday,2:40:00,Wednesday,PFT,3
1WB3,1WB3PTK,PTK,17:42:00,Sunday,17:42:00,Sunday,ENF,1
1WB3,1WB3ENF,ENF,20:12:00,Sunday,20:12:00,Sunday,SFT,2
1WB3,1WB3ENF,SFT,20:17:00,Sunday,20:17:00,Sunday,MOR,3
1WB3,1WB3MOR,MOR,4:25:00,Monday,4:25:00,Monday,GFN,4
1WB3,1WB3GFN,GFN,16:16:00,Monday,16:16:00,Monday,BFT,5
1WX2,1WX2PTK,PTK,23:35:00,Sunday,23:35:00,Monday,SFT,1
1WX2,1WX2SFT,SFT,3:05:00,Monday,3:05:00,Monday,MFT,2
1WX2,1WX2MFT,MFT,23:20:00,Monday,23:20:00,Tuesday,TLB,3
1WX2,1WX2TLB,TLB,10:30:00,Tuesday,10:30:00,Tuesday,AFT,4
1WX2,1WX2AFT,AFT,16:21:00,Tuesday,16:21:00,Tuesday,SCJ,5
1YN2,1YN2WHY,WHY,9:25:00,Sunday,9:25:00,Sunday,SCJ,1
1YN2,1YN2SCJ,SCJ,11:35:00,Sunday,11:35:00,Sunday,BHQ,2
1YN2,1YN2BHQ,BHQ,23:30:00,Sunday,23:30:00,Monday,GBJ,3
1YN2,1YN2GBJ,GBJ,13:15:00,Monday,13:15:00,Tuesday,MOR,4
2928,2928A,MEQ,11:43:00,Sunday,11:43:00,Sunday,PTK,1
2928,2928B,MEQ,11:48:00,Monday,11:48:00,Monday,PTK,1
2928,2928C,MEQ,11:48:00,Tuesday,11:48:00,Tuesday,PTK,1
2928,2928D,MEQ,11:48:00,Wednesday,11:48:00,Wednesday,PTK,1
2928,2928E,MEQ,11:48:00,Thursday,11:48:00,Thursday,PTK,1
2928,2928F,MEQ,11:48:00,Friday,11:48:00,Friday,PTK,1
2928,2928G,MEQ,11:43:00,Saturday,11:43:00,Saturday,PTK,1
2AM5,2am5AFT,AFT,18:45:00,Monday,18:45:00,Monday,TLB,1
2AM5,2am5TLB,TLB,21:52:00,Monday,21:52:00,Tuesday,MFT,2
2AM8,2AM8KWK,KWK,7:45:00,Monday,7:45:00,Monday,SPG,1
2BM4,2bm4BFT,BFT,19:20:00,Monday,19:20:00,Tuesday,SFT,1
2BM4,2BM4SFT,SFT,13:10:00,Tuesday,13:10:00,Wednesday,MFT,2
2BS3,2bs3BFT,BFT,21:50:00,Monday,21:50:00,Tuesday,GFN,1
2BS3,2bs3GFN,GFN,3:00:00,Tuesday,3:00:00,Tuesday,MOR,2
2BS3,2bs3MOR,MOR,16:00:00,Tuesday,16:00:00,Tuesday,SFT,3
2BS4,2bs4BFT,BFT,21:50:00,Monday,21:50:00,Tuesday,GFN,1
2BS4,2bs4GFN,GFN,3:00:00,Tuesday,3:00:00,Tuesday,MOR,2
2BS4,2bs4MOR,MOR,16:00:00,Tuesday,16:00:00,Tuesday,SFT,3
2BS6,2BS6BFT,BFT,20:30:00,Monday,20:30:00,Tuesday,SFT,1
2BW4,2BW4BFT,BFT,21:50:00,Monday,21:50:00,Tuesday,GFN,1
2BW4,2BW4GFN,GFN,3:00:00,Tuesday,3:00:00,Tuesday,MOR,2
2BW4,2BW4MOR,MOR,16:00:00,Tuesday,16:00:00,Tuesday,SFT,3
2BW4,2BW4SFT,SFT,21:08:00,Tuesday,21:08:00,Tuesday,PTK,4
2CM3,2CM3GRF,GRF,14:08:00,Monday,14:08:00,Monday,LET,1
2CM3,2CM3LET,LET,16:10:00,Monday,16:10:00,Monday,MAD,2
2CM3,2CM3MAD,MAD,19:20:00,Monday,19:20:00,Monday,JUE,3
2CM3,2CM3JUE,JUE,20:25:00,Monday,20:25:00,Monday,BMN,4
2CM3,2CM3BMN,BMN,21:55:00,Monday,21:55:00,Tuesday,ETT,5
2CM3,2CM3ETT,ETT,1:10:00,Tuesday,1:10:00,Tuesday,APD,6
2MA5,2ma5MFT,MFT,17:30:00,Monday,17:30:00,Tuesday,TLB,1
2MA5,2ma5TLB,TLB,2:09:00,Tuesday,2:09:00,Tuesday,AFT,2
2MB4,2mb4MFT,MFT,20:00:00,Monday,20:00:00,Tuesday,SFT,1
2MB4,2MB4SFT,SFT,9:09:00,Tuesday,9:09:00,Wednesday,BFT,2
2MP3,2mp3MFT,MFT,1:00:00,Monday,1:00:00,Monday,TLB,1
2MP3,2mp3TLB,TLB,11:30:00,Monday,11:30:00,Monday,AFT,2
2MP3,2mp3AFT,AFT,13:00:00,Monday,13:00:00,Tuesday,PFT,3
2MP4,2MP4MFT,MFT,1:00:00,Monday,1:00:00,Monday,TLB,1
2MP4,2MP4TLB,TLB,11:30:00,Monday,11:30:00,Monday,AFT,2
2MP4,2MP4AFT,AFT,13:00:00,Monday,13:00:00,Tuesday,PFT,3
2MP5,2mp5MFT,MFT,21:50:00,Monday,21:50:00,Tuesday,TLB,1
2MP5,2mp5TLB,TLB,6:29:00,Tuesday,6:29:00,Tuesday,AFT,2
2MP5,2mp5AFT,AFT,13:30:00,Tuesday,13:30:00,Tuesday,SCJ,3
2MP5,2mp5SCJ,SCJ,18:12:00,Tuesday,18:12:00,Thursday,PFT,4
2MS4,2ms4MFT,MFT,14:00:00,Monday,14:00:00,Monday,ETT,1
2MS4,2ms4MFT,ETT,16:50:00,Monday,16:50:00,Tuesday,SFT,2
2NP3,2NP3MOR,MOR,6:45:00,Monday,6:45:00,Monday,SFT,1
2NP3,2NP3SFT,SFT,12:10:00,Monday,12:10:00,Monday,GBJ,2
2NP3,2NP3GBJ,GBJ,23:55:00,Monday,23:55:00,Tuesday,BHQ,3
2NP3,2NP3BHQ,BHQ,9:58:00,Tuesday,9:58:00,Tuesday,SCJ,4
2NP3,2NP3SCJ,SCJ,1:40:00,Wednesday,1:40:00,Thursday,WEK,5
2NP3,2NP3WEK,WEK,7:30:00,Thursday,7:30:00,Thursday,PFT,6
2NY3,2NY3MOR,MOR,6:27:00,Monday,6:27:00,Monday,SFT,1
2NY3,2NY3SFT,SFT,12:10:00,Monday,12:10:00,Monday,GBJ,2
2NY3,2NY3GBJ,GBJ,23:55:00,Monday,23:55:00,Tuesday,BHQ,3
2NY3,2NY3BHQ,BHQ,9:58:00,Tuesday,9:58:00,Tuesday,SCJ,4
2NY3,2NY3SCJ,SCJ,5:30:00,Wednesday,5:30:00,Wednesday,WHY,5
2P50,2P50PFT,PFT,5:30:00,Monday,5:30:00,Monday,SSK,1
2P51,2P51SSK,SSK,6:30:00,Monday,6:30:00,Monday,PFT,1
2P52,2P52PFT,PFT,11:30:00,Monday,11:30:00,Monday,SSK,1
2P53,2P53SSK,SSK,12:30:00,Monday,12:30:00,Monday,PFT,1
2PM5,2pm5PFT,PFT,16:50:00,Monday,16:50:00,Wednesday,SCJ,1
2PM5,2pm5SCJ,SCJ,12:35:00,Wednesday,12:35:00,Wednesday,AFT,2
2PM5,2pm5AFT,AFT,5:45:00,Thursday,5:45:00,Thursday,TLB,3
2PM5,2pm5TLB,TLB,11:02:00,Thursday,11:02:00,Thursday,MFT,4
2PM6,2pm6PFT,PFT,23:05:00,Monday,23:05:00,Tuesday,COK,1
2PM6,2PM6COK,COK,0:55:00,Wednesday,0:55:00,Wednesday,SCJ,2
2PM6,2PM6cook,COK,0:55:00,Wednesday,0:55:00,Wednesday,SCJ,2
2PM6,2pm6SCJ,SCJ,19:30:00,Wednesday,19:30:00,Thursday,AFT,3
2PM6,2pm6AFT,AFT,9:50:00,Thursday,9:50:00,Thursday,TLB,4
2PM6,2pm6TLB,TLB,12:57:00,Thursday,12:57:00,Friday,MFT,5
2PS6,2PS6PFT,PFT,0:30:00,Monday,0:30:00,Tuesday,SCJ,1
2PS6,2PS6SCJ,SCJ,22:25:00,Tuesday,22:25:00,Wednesday,GBJ,2
2PS6,2PS6GBJ,GBJ,19:55:00,Wednesday,19:55:00,Thursday,SFT,3
2PS7,2PS7PFT,PFT,20:40:00,Monday,20:40:00,Wednesday,SCJ,1
2PS7,2ps7SCJ,SCJ,9:05:00,Wednesday,9:05:00,Wednesday,GBJ,2
2PS7,2PS7GBJ,GBJ,2:05:00,Thursday,2:05:00,Thursday,SFT,3
2SB1,2SB1SFT,SFT,12:55:00,Monday,12:55:00,Tuesday,BFT,1
2SB3,2sb3gfn,gfn,16:16:00,Tuesday,16:16:00,Tuesday,BFT,1
2SB3,2sb3MOR,MOR,4:25:00,Tuesday,4:25:00,Tuesday,GFN,2
2SB3,2sb3SFT,SFT,20:16:00,Monday,20:16:00,Monday,MOR,3
2SM2,2SM2SFT,SFT,18:40:00,Monday,18:40:00,Tuesday,MFT,1
2SM5,2sm5SFT,SFT,15:00:00,Monday,15:00:00,Tuesday,ETT,1
2SM5,2sm5ETT,ETT,1:30:00,Tuesday,1:30:00,Tuesday,MFT,2
2SP7,2SP7SFT,SFT,23:02:00,Monday,23:02:00,Tuesday,GBJ,1
2SP7,2SP7GBJ,GBJ,8:20:00,Tuesday,8:20:00,Tuesday,SCJ,2
2SP7,2SP7SCJ,SCJ,22:15:00,Tuesday,22:15:00,Thursday,PFT,3
2SX7,2SX7SFT,SFT,23:12:00,Monday,23:12:00,Tuesday,GBJ,1
2SX7,2SX7GBJ,GBJ,8:22:00,Tuesday,8:22:00,Tuesday,SCJ,2
2WB3,2wb3PTK,PTK,17:30:00,Monday,17:30:00,Monday,ENF,1
2WB3,2wb3ENF,ENF,20:15:00,Monday,20:15:00,Monday,SFT,2
2WB3,2WB3SFT,SFT,20:16:00,Monday,20:16:00,Monday,MOR,3
2WB3,2wb3MOR,MOR,4:25:00,Tuesday,4:25:00,Tuesday,GFN,4
2WB3,2wb3GFN,GFN,16:16:00,Tuesday,16:16:00,Tuesday,BFT,5
2XA2,2xa2SCJ,SCJ,18:25:00,Monday,18:25:00,Monday,AFT,1
2XW4,2XW4SCJ,SCJ,17:35:00,Monday,17:35:00,Monday,AFT,1
2XW4,2XW4AFT,AFT,1:18:00,Tuesday,1:18:00,Tuesday,TLB,2
2XW4,2XW4TLB,TLB,4:46:00,Tuesday,4:46:00,Tuesday,MFT,3
2XW4,2XW4MFT,MFT,1:17:00,Wednesday,1:17:00,Wednesday,SFT,4
2XW4,2XW4SFT,SFT,18:27:00,Wednesday,18:27:00,Wednesday,PTK,5
2YN2,2YN2WHY,WHY,9:00:00,Monday,9:00:00,Monday,SCJ,1
2YN2,2YN2SCJ,SCJ,11:15:00,Monday,11:15:00,Monday,BHQ,2
2YN2,2YN2BHQ,BHQ,20:18:00,Monday,20:18:00,Tuesday,GBJ,3
2YN2,2YN2GBJ,GBJ,12:10:00,Tuesday,12:10:00,Wednesday,MOR,4
3003,3003EPT,EPT,15:35:00,Tuesday,15:35:00,Tuesday,PFT,1
3395N,3395NJUE,JUE,20:10:00,Monday,20:10:00,Monday,MAD,1
3395N,3395NMAD,MAD,21:22:00,Monday,21:22:00,Monday,LET,2
3395N,3395NLET,LET,23:36:00,Monday,23:36:00,Tuesday,GRF,3
3AB6,3ab6AFT,AFT,20:00:00,Tuesday,20:00:00,Wednesday,GBJ,1
3AB6,3ab6GBJ,GBJ,16:00:00,Wednesday,16:00:00,Thursday,SFT,2
3AB6,3ab6SFT,SFT,12:55:00,Thursday,12:55:00,Friday,BFT,3
3AM5,3am5AFT,AFT,18:35:00,Tuesday,18:35:00,Tuesday,TLB,1
3AM5,3am5TLB,TLB,21:42:00,Tuesday,21:42:00,Wednesday,MFT,2
3AS8,3AS8KWK,KWK,10:15:00,Tuesday,10:15:00,Wednesday,GBJ,1
3AS8,3AS8GBJ,GBJ,2:31:00,Wednesday,2:31:00,Wednesday,SYD,2
3AX5,3ax5AFT,AFT,13:05:00,Tuesday,13:05:00,Tuesday,SCJ,1
3BA6,3ba6BFT,BFT,20:40:00,Tuesday,20:40:00,Wednesday,SFT,1
3BA6,3ba6SFT,SFT,21:33:00,Wednesday,21:33:00,Thursday,GBJ,2
3BA6,3ba6TLB,SFT,18:50:00,Wednesday,18:50:00,Thursday,TLB,2
3BA6,3ba6GBJ,GBJ,7:40:00,Thursday,7:40:00,Thursday,AFT,3
3BM4,3bm4BFT,BFT,19:50:00,Tuesday,19:50:00,Wednesday,SFT,1
3BM4,3bm4SFT,SFT,13:00:00,Wednesday,13:00:00,Thursday,ETT,2
3BM4,3bm4ETT,ETT,1:15:00,Thursday,1:15:00,Thursday,MFT,3
3BS3,3bs3BFT,BFT,2:45:00,Tuesday,2:45:00,Tuesday,SFT,1
3BS6,3bs6BFT,BFT,3:00:00,Tuesday,3:00:00,Tuesday,SFT,1
3CM3,3CM3GRF,GRF,14:08:00,Tuesday,14:08:00,Tuesday,LET,1
3CM3,3CM3LET,LET,16:10:00,Tuesday,16:10:00,Tuesday,MAD,2
3CM3,3CM3MAD,MAD,19:20:00,Tuesday,19:20:00,Tuesday,JUE,3
3CM3,3CM3JUE,JUE,20:05:00,Tuesday,20:05:00,Tuesday,BMN,4
3CM3,3CM3BMN,BMN,21:36:00,Tuesday,21:36:00,Wednesday,ETT,5
3CM3,3CM3ETT,ETT,1:18:00,Wednesday,1:18:00,Wednesday,APD,6
3MA3,3ma3APD,APD,23:55:00,Tuesday,23:55:00,Wednesday,TLB,1
3MA3,3ma3TLB,TLB,9:37:00,Wednesday,9:37:00,Wednesday,PAD,2
3MA5,3ma5MFT,MFT,17:25:00,Tuesday,17:25:00,Wednesday,TLB,1
3MA5,3ma5TLB,TLB,3:00:00,Wednesday,3:00:00,Wednesday,AFT,2
3MA8,3MA8SPG,SPG,8:05:00,Tuesday,8:05:00,Tuesday,KWK,1
3MB4,3mb4MFT,MFT,20:00:00,Tuesday,20:00:00,Wednesday,SFT,1
3MB4,3mb4SFT,SFT,9:07:00,Wednesday,9:07:00,Thursday,BFT,2
3MB5,3mb5MFT,MFT,18:25:00,Tuesday,18:25:00,Tuesday,ETT,1
3MB5,3MB5ETT,ETT,23:33:00,Tuesday,23:33:00,Wednesday,SFT,2
3MB5,3mb5SFT,SFT,12:57:00,Wednesday,12:57:00,Thursday,BFT,3
3MC2,3MC2APD,APD,14:00:00,Tuesday,14:00:00,Tuesday,ETT,1
3MC2,3MC2ETT,ETT,19:30:00,Tuesday,19:30:00,Tuesday,BMN,2
3MC2,3MC2BMN,BMN,23:17:00,Tuesday,23:17:00,Tuesday,JUE,3
3MC2,3MC2JUE,JUE,0:07:00,Wednesday,0:07:00,Wednesday,MAD,4
3MC2,3MC2MAD,MAD,1:18:00,Wednesday,1:18:00,Wednesday,LET,5
3MC2,3MC2LET,LET,3:33:00,Wednesday,3:33:00,Wednesday,GRF,6
3MP4,3mp4MFT,MFT,13:20:00,Tuesday,13:20:00,Tuesday,TLB,1
3MP4,3mp4TLB,TLB,22:14:00,Tuesday,22:14:00,Wednesday,AFT,2
3MP4,3mp4AFT,AFT,3:15:00,Wednesday,3:15:00,Wednesday,SCJ,3
3MP4,3mp4SCJ,SCJ,9:35:00,Wednesday,9:35:00,Thursday,PFT,4
3MP5,3mp5MFT,MFT,21:50:00,Tuesday,21:50:00,Wednesday,TLB,1
3MP5,3mp5TLB,TLB,6:45:00,Wednesday,6:45:00,Wednesday,AFT,2
3MP5,3mp5AFT,AFT,13:50:00,Wednesday,13:50:00,Wednesday,SCJ,3
3MP5,3mp5SCJ,SCJ,18:55:00,Wednesday,18:55:00,Friday,PFT,4
3MP7,3mp7MFT,MFT,1:00:00,Tuesday,1:00:00,Tuesday,TLB,1
3MP7,3mp7TLB,TLB,7:54:00,Wednesday,7:54:00,Wednesday,AFT,2
3MP7,3mp7AFT,AFT,11:55:00,Tuesday,11:55:00,Tuesday,SCJ,3
3MP7,3mp7SCJ,SCJ,16:30:00,Tuesday,16:30:00,Thursday,PFT,4
3MS2,3ms2MFT,MFT,18:30:00,Tuesday,18:30:00,Tuesday,ETT,1
3MS2,3ms2ETT,ETT,22:33:00,Tuesday,22:33:00,Wednesday,SFT,2
3MS4,3ms4MFT,MFT,13:00:00,Tuesday,13:00:00,Tuesday,ETT,1
3MS4,3MS4ETT,ETT,22:33:00,Tuesday,22:33:00,Wednesday,SFT,2
3NY3,3ny3MOR,MOR,6:25:00,Tuesday,6:25:00,Tuesday,SFT,1
3NY3,3ny3SFT,SFT,12:30:00,Tuesday,12:30:00,Tuesday,GBJ,2
3NY3,3ny3GBJ,GBJ,2:40:00,Wednesday,2:40:00,Wednesday,BHQ,3
3NY3,3ny3BHQ,BHQ,13:30:00,Wednesday,13:30:00,Wednesday,SCJ,4
3NY3,3ny3SCJ,SCJ,5:30:00,Thursday,5:30:00,Thursday,WHY,5
3P50,3P50PFT,PFT,2:00:00,Tuesday,2:00:00,Tuesday,SSK,1
3P51,3P51SSK,SSK,3:00:00,Tuesday,3:00:00,Tuesday,PFT,1
3PM4,3pm4PFT,PFT,1:10:00,Tuesday,1:10:00,Wednesday,WEK,1
3PM4,3pm4WEK,WEK,14:00:00,Tuesday,14:00:00,Thursday,SCJ,2
3PM4,3pm4SCJ,SCJ,18:00:00,Thursday,18:00:00,Thursday,AFT,3
3PM4,3pm4AFT,AFT,1:55:00,Friday,1:55:00,Friday,TLB,4
3PM4,3pm4TLB,TLB,6:35:00,Friday,6:35:00,Friday,MFT,5
3PM6,3PM6PFT,PFT,22:55:00,Tuesday,22:55:00,Thursday,SCJ,1
3PM6,3PM6SCJ,SCJ,20:30:00,Thursday,20:30:00,Friday,AFT,2
3PM6,3PM6AFT,AFT,8:25:00,Friday,8:25:00,Friday,TLB,3
3PM6,3PM6TLB,TLB,12:22:00,Friday,12:22:00,Saturday,MFT,4
3PM7,3pm7PFT,PFT,21:10:00,Tuesday,21:10:00,Thursday,SCJ,1
3PM7,3pm7SCJ,SCJ,8:10:00,Thursday,8:10:00,Thursday,AFT,2
3PM7,3pm7AFT,AFT,13:10:00,Thursday,13:10:00,Thursday,TLB,3
3PM7,3pm7TLB,TLB,15:35:00,Thursday,15:35:00,Friday,MFT,4
3PS6,3PS6PFT,PFT,17:45:00,Tuesday,17:45:00,Wednesday,COK,1
3PS6,3ps6COK,COK,20:05:00,Wednesday,20:05:00,Thursday,SCJ,2
3PS6,3PS6SCJ,SCJ,13:35:00,Thursday,13:35:00,Friday,GBJ,3
3PS6,3PS6GBJ,GBJ,12:35:00,Friday,12:35:00,Friday,SFT,4
3PS7,3PS7PFT,PFT,13:50:00,Tuesday,13:50:00,Thursday,SCJ,1
3PS7,3PS7SCJ,SCJ,4:05:00,Thursday,4:05:00,Thursday,GBJ,2
3PS7,3PS7GBJ,GBJ,1:30:00,Friday,1:30:00,Friday,SFT,3
3PW4,3PW4PFT,PFT,1:10:00,Tuesday,1:10:00,Tuesday,WEK,1
3PW4,3PW4WEK,WEK,13:00:00,Tuesday,13:00:00,Wednesday,COK,2
3PW4,3PW4COK,COK,6:25:00,Wednesday,6:25:00,Thursday,SCJ,3
3PW4,3PW4SCJ,SCJ,17:50:00,Thursday,17:50:00,Thursday,AFT,4
3PW4,3PW4AFT,AFT,0:30:00,Friday,0:30:00,Friday,TLB,5
3PW4,3PW4TLB,TLB,4:15:00,Friday,4:15:00,Friday,MFT,6
3PW4,3PW4MFT,MFT,1:00:00,Saturday,1:00:00,Saturday,SFT,7
3PW4,3PW4SFT,SFT,18:08:00,Saturday,18:08:00,Saturday,PTK,8
3SB5,3sb5SFT,SFT,12:55:00,Tuesday,12:55:00,Wednesday,BFT,1
3SM2,3sm2SFT,SFT,16:00:00,Tuesday,16:00:00,Wednesday,ETT,1
3SM2,3sm2ETT,ETT,3:02:00,Wednesday,3:02:00,Wednesday,MFT,2
3SM5,3sm5SFT,SFT,14:00:00,Tuesday,14:00:00,Tuesday,ETT,1
3SM5,3sm5SFT,ETT,16:50:00,Tuesday,16:50:00,Wednesday,MFT,2
3SP7,3sp7SFT,SFT,23:02:00,Tuesday,23:02:00,Wednesday,GBJ,1
3SP7,3sp7GBJ,GBJ,8:56:00,Wednesday,8:56:00,Wednesday,SCJ,2
3SP7,3sp7SCJ,SCJ,22:15:00,Wednesday,22:15:00,Friday,PFT,3
3WB3,3wb3PTK,PTK,17:30:00,Tuesday,17:30:00,Tuesday,SFT,1
3WB3,3WB31500,SFT,20:15:00,Tuesday,20:15:00,Tuesday,MOR,2
