TRAIN_ID,TRAIN,TERMINAL,ARR_TIME,DEP_TIME,LEG_NUM,CORRIDOR
2MP4,2MP4AFT,AFT,6/01/2025 12:00,6/01/2025 13:00,3,MEL-PER
2MP4,1bm2PFT,PFT,7/01/2025 23:55,,4,MEL-PER
2MP5,2mp5MFT,MFT,,6/01/2025 21:50,1,MEL-PER
2MP5,2mp5TLB,TLB,7/01/2025 5:58,7/01/2025 6:29,2,MEL-PER
2MP5,2mp5AFT,AFT,7/01/2025 9:30,7/01/2025 13:30,3,MEL-PER
2MP5,2mp5SCJ,SCJ,7/01/2025 17:47,7/01/2025 18:12,4,MEL-PER
2MP5,1bm2PFT,PFT,9/01/2025 3:15,,5,MEL-PER
2MS4,2ms4MFT,MFT,,6/01/2025 14:00,1,MEL-SYD
2MS4,2ms4MFT,ETT,6/01/2025 16:20,6/01/2025 16:50,2,MEL-SYD
2MS4,1bm2SFT,SFT,7/01/2025 2:00,,3,MEL-SYD
2PM5,2pm5PFT,PFT,,6/01/2025 16:50,1,MEL-PER
2PM5,2pm5SCJ,SCJ,8/01/2025 7:05,8/01/2025 12:35,2,MEL-PER
2PM5,2pm5AFT,AFT,8/01/2025 18:50,9/01/2025 5:45,3,MEL-PER
2PM5,2pm5TLB,TLB,9/01/2025 10:32,9/01/2025 11:02,4,MEL-PER
2PM5,1bm2MFT,MFT,9/01/2025 22:15,,5,MEL-PER
2PM6,2pm6PFT,PFT,,6/01/2025 23:05,1,MEL-PER
2PM6,2PM6COK,COK,7/01/2025 21:20,8/01/2025 0:55,2,MEL-PER
2PM6,2PM6cook,COK,7/01/2025 21:20,8/01/2025 0:55,2,MEL-PER
2PM6,2pm6SCJ,SCJ,8/01/2025 14:10,8/01/2025 19:30,3,MEL-PER
2PM6,2pm6AFT,AFT,9/01/2025 0:35,9/01/2025 9:50,4,MEL-PER
2PM6,2pm6TLB,TLB,9/01/2025 12:27,9/01/2025 12:57,5,MEL-PER
2PM6,1bm2MFT,MFT,10/01/2025 2:55,,6,MEL-PER
2SM2,2SM2SFT,SFT,,6/01/2025 18:40,1,MEL-SYD
2SM2,1bm2MFT,MFT,7/01/2025 10:40,,2,MEL-SYD
2SM5,2sm5SFT,SFT,,6/01/2025 15:00,1,MEL-SYD
2SM5,2sm5ETT,ETT,7/01/2025 1:00,7/01/2025 1:30,2,MEL-SYD
2SM5,1bm2MFT,MFT,7/01/2025 6:30,,3,MEL-SYD
3AM5,3am5AFT,AFT,,7/01/2025 18:35,1,MEL-ADL
3AM5,3am5TLB,TLB,7/01/2025 21:12,7/01/2025 21:42,2,MEL-ADL
3AM5,1bm2MFT,MFT,8/01/2025 8:40,,3,MEL-ADL
3BM4,3bm4BFT,BFT,,7/01/2025 19:50,1,MEL-BRI
3BM4,3bm4SFT,SFT,8/01/2025 12:30,8/01/2025 13:00,2,MEL-BRI
3BM4,3bm4ETT,ETT,9/01/2025 0:45,9/01/2025 1:15,3,MEL-BRI
3BM4,1bm2MFT,MFT,9/01/2025 5:25,,4,MEL-BRI
3MA3,3ma3APD,APD,,7/01/2025 23:55,1,MEL-ADL
3MA3,3ma3TLB,TLB,8/01/2025 9:17,8/01/2025 9:37,2,MEL-ADL
3MA3,1bm2PAD,PAD,8/01/2025 13:17,,3,MEL-ADL
3MA5,3ma5MFT,MFT,,7/01/2025 17:25,1,MEL-ADL
3MA5,3ma5TLB,TLB,8/01/2025 2:30,8/01/2025 3:00,2,MEL-ADL
3MA5,1bm2AFT,AFT,8/01/2025 6:30,,3,MEL-ADL
3MA8,3MA8SPG,SPG,,7/01/2025 8:05,1,MEL-ADL
3MA8,1bm2KWK,KWK,7/01/2025 17:53,,2,MEL-ADL
3MB4,3mb4MFT,MFT,,7/01/2025 20:00,1,MEL-BRI
3MB4,3mb4SFT,SFT,8/01/2025 9:02,8/01/2025 9:07,2,MEL-BRI
3MB4,1bm2BFT,BFT,9/01/2025 2:10,,3,MEL-BRI
